fileName,buggy_line,rank,rEEFail,rEEPass,num_failed_cetest,num_passed_cetest,num_failed_stetest,num_passed_stetest,num_failed_test,failed_tests_coverage_length,num_passed_test_execute_buggy_line,num_failed_test_execute_buggy_line,bug_id,type_reefail,type_reepass
org/apache/commons/math/distribution/FDistributionImpl.java,148,9,0,0.125,0,0,0,1,1,81,2,1,math095,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/distribution/DiscreteDistribution.java,187,5,0,0.0833333333333333,0,1,0,0,1,94,0,1,math008,rEEFail=0,0<rEEPass<1
org/apache/commons/math/linear/BigMatrixImpl.java,991,10,0,0.618181818181818,0,19,0,19,2,45,2,1,math098,rEEFail=0,0<rEEPass<1
org/apache/commons/math/linear/EigenDecompositionImpl.java,1135,19.5,0,0,0,0,0,0,1,608,0,1,math080,rEEFail=0,rEEPass=0
org/apache/commons/math/optimization/direct/BOBYQAOptimizer.java,1662,11,0,0.222222222222222,0,4,0,0,1,241,0,1,math038,rEEFail=0,0<rEEPass<1
org/apache/commons/math/optimization/linear/SimplexSolver.java,82,117,0,0.153846153846154,0,2,0,0,1,196,13,1,math082,rEEFail=0,0<rEEPass<1
org/apache/commons/math/stat/descriptive/moment/Variance.java,520,27.5,0,0,0,0,0,0,1,92,2,1,math041,rEEFail=0,rEEPass=0
org/apache/commons/math3/linear/OpenMapRealVector.java,374,4,0,0,0,0,0,0,3,175,1,2,math029,rEEFail=0,rEEPass=0
org/apache/commons/math3/optimization/linear/SimplexSolver.java,138,6.5,0,0.16,0,4,0,0,1,337,3,1,math028,rEEFail=0,0<rEEPass<1
org/apache/commons/math/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java,247,498,0,0.6,0,3,0,0,1,1012,3,1,math074,rEEFail=0,0<rEEPass<1
org/apache/commons/math/util/MathUtils.java,417,4.5,0,0.266666666666667,0,1,0,15,1,8,0,1,math063,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/genetics/ListPopulation.java,209,1,1,0.777777777777778,0,7,1,0,1,20,0,1,math034,rEEFail=1,0<rEEPass<1
org/apache/commons/math3/dfp/Dfp.java,1603,22,0,0,0,0,0,0,1,436,1,1,math017,rEEFail=0,rEEPass=0
org/apache/commons/math/optimization/linear/SimplexTableau.java,413,56.5,0,0.181818181818182,0,4,0,0,1,297,18,1,math042,rEEFail=0,0<rEEPass<1
org/apache/commons/math/fraction/Fraction.java,259,2,0,0.45,0,1,0,9,1,36,0,1,math091,rEEFail=0,0<rEEPass<1
org/apache/commons/math/optimization/MultiStartUnivariateRealOptimizer.java,97,15,1,0,0,0,1,0,1,161,0,1,math067,rEEFail=1,rEEPass=0
org/apache/commons/math/optimization/linear/SimplexTableau.java,341,37.5,0,0.166666666666667,0,2,0,0,1,216,10,1,math083,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/fraction/Fraction.java,181,31,0,0.375,0,9,0,0,1,62,7,1,math026,rEEFail=0,0<rEEPass<1
org/apache/commons/math/complex/Complex.java,260,1.5,0,0.0087719298245614,0,1,0,0,2,62,2,2,math046,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/fraction/BigFraction.java,306,12,0,0.36,0,17,0,1,2,129,0,1,math001,rEEFail=0,0<rEEPass<1
org/apache/commons/math/analysis/solvers/BrentSolver.java,115,2.5,0,0.4,0,0,0,2,1,62,0,1,math072,rEEFail=0,0<rEEPass<1
org/apache/commons/math/optimization/linear/SimplexTableau.java,339,1,0,0.2,0,2,0,0,1,210,2,1,math088,rEEFail=0,0<rEEPass<1
org/apache/commons/math/stat/descriptive/SummaryStatistics.java,158,167.5,0,0.05,0,0,0,1,6,248,20,6,math043,rEEFail=0,0<rEEPass<1
org/apache/commons/math/analysis/solvers/BaseSecantSolver.java,189,307.5,1,0,1,0,0,0,1,385,6,1,math048,rEEFail=1,rEEPass=0
org/apache/commons/math/optimization/general/AbstractLeastSquaresOptimizer.java,258,24.5,0,0.266666666666667,0,4,0,3,1,416,0,1,math065,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/ode/AbstractIntegrator.java,370,74,0,0.272727272727273,0,3,0,0,1,905,2,1,math007,rEEFail=0,0<rEEPass<1
org/jfree/chart/plot/ValueMarker.java,95,3,0,0,0,0,0,0,1,28,0,1,chart020,rEEFail=0,rEEPass=0
org/jfree/data/xy/XYSeries.java,548,7.5,0,0,0,0,0,0,1,42,3,1,chart005,rEEFail=0,rEEPass=0
org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,741,9,0,0,0,0,0,0,1,112,1,1,chart021,rEEFail=0,rEEPass=0
org/jfree/chart/util/ShapeList.java,111,15,0,0,0,0,0,0,2,125,1,2,chart006,rEEFail=0,rEEPass=0
org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator.java,65,1.5,0,0,0,0,0,0,1,2,0,1,chart010,rEEFail=0,0<rEEPass<1
org/jfree/chart/util/ShapeUtilities.java,275,9.5,0,0,0,0,0,0,1,19,1,1,chart011,rEEFail=0,rEEPass=0
org/jfree/data/time/TimePeriodValues.java,300,51,0,0,0,0,0,0,1,95,9,1,chart007,rEEFail=0,rEEPass=0
org/jfree/chart/renderer/GrayPaintScale.java,126,2.5,0,0,0,0,0,0,1,8,0,1,chart024,rEEFail=0,rEEPass=0
org/jfree/data/general/DatasetUtilities.java,755,92,0,0,0,0,0,0,2,134,4,1,chart002,rEEFail=0,rEEPass=0
org/jfree/data/time/TimeSeries.java,1057,5.5,0,0.0277777777777778,0,0,0,1,1,126,2,1,chart003,rEEFail=0,0<rEEPass<1
org/jfree/data/time/TimeSeries.java,944,8,0,0.0476190476190476,0,0,0,1,1,158,1,1,chart009,rEEFail=0,0<rEEPass<1
org/jfree/data/category/DefaultIntervalCategoryDataset.java,207,1.5,0,0,0,0,0,0,8,33,6,8,chart016,rEEFail=0,rEEPass=0
org/jfree/data/DefaultKeyedValues.java,318,3.5,0,0,0,0,0,0,4,72,0,4,chart018,rEEFail=0,rEEPass=0
org/jsoup/parser/Parser.java,206,1.5,0,0,0,0,0,0,1,215,0,1,jsoup005,rEEFail=0,rEEPass=0
org/jsoup/parser/Tokeniser.java,135,273.5,0,0,0,0,0,0,1,593,0,1,jsoup023,rEEFail=0,rEEPass=0
org/jsoup/select/QueryParser.java,59,4.5,0,0,0,0,0,0,2,740,3,2,jsoup021,rEEFail=0,rEEPass=0
org/jsoup/nodes/Entities.java,2235,15,0,0,0,0,0,0,2,21,0,1,jsoup004,rEEFail=0,rEEPass=0
org/jsoup/nodes/Node.java,363,269.5,0,0,0,0,0,0,1,582,19,1,jsoup008,rEEFail=0,rEEPass=0
org/jsoup/nodes/Node.java,107,19.5,0,0,0,0,0,0,4,608,8,4,jsoup013,rEEFail=0,rEEPass=0
org/jsoup/nodes/Node.java,173,40,0,0,0,0,0,0,1,412,2,1,jsoup010,rEEFail=0,rEEPass=0
org/jsoup/nodes/Document.java,125,5.5,0,0,0,0,0,0,1,355,0,1,jsoup001,rEEFail=0,rEEPass=0
org/jsoup/nodes/Element.java,287,19.5,0,0,0,0,0,0,3,391,1,1,jsoup003,rEEFail=0,rEEPass=0
org/jsoup/select/Selector.java,139,51,0,0,0,0,0,0,1,489,20,1,jsoup012,rEEFail=0,rEEPass=0
org/jsoup/nodes/DocumentType.java,33,67,0.5,0.5,0,0,1,1,2,134,0,1,jsoup016,0<rEEFail<1,0<rEEPass<1
